10.162910,16-6
13.842697,1-11
18.381818,6-8
21.977743,0-8
37.120954,14-1
68.350472,13-3
81.130356,13-6
83.693632,11-9
86.689992,3-5
88.575051,10-16
91.779431,16-14
93.985297,11-4
95.944356,8-13
107.842876,3-0
118.372298,14-0
140.847090,10-7
142.299980,13-14
142.504230,16-5
145.918180,4-3
152.455231,15-13
154.509610,16-7
156.925325,16-8
162.786641,12-3
167.068006,10-15
168.670906,4-12
173.537549,6-2
177.721939,1-10
183.855730,16-8
196.075954,1-8
198.766162,6-9
231.694688,10-7
234.020623,5-16
235.327791,14-13
239.394358,5-11
242.674458,15-6
244.057484,4-3
251.680099,10-16
254.195158,2-1
270.777179,4-3
273.317638,1-2
278.533858,5-1
282.755291,11-7
285.873397,1-15
305.639368,6-15
310.508348,8-2
323.162952,15-16
371.438912,12-7
394.675979,14-6
395.842584,10-15
395.940760,5-16
398.364973,14-3
405.404493,15-10
416.564179,7-1
420.491137,0-10
420.891323,1-8
437.257253,6-7
452.643047,11-12
465.541399,8-6
471.131192,12-3
477.743438,16-1
481.037087,13-14
485.389241,16-5
498.063635,16-4
501.227144,6-13
503.341892,16-1
509.957979,4-3
545.018543,4-3
555.213943,8-7
560.202542,14-3
567.337558,2-0
567.582177,10-9
572.191691,9-12
591.610753,10-16
609.349554,0-7
610.301976,13-6
614.222704,5-7
619.058090,9-15
630.453569,8-12
631.126081,10-16
641.474756,11-16
661.619979,7-5
689.675872,8-0
690.985194,5-2
692.697636,12-14
694.009363,16-14
697.941307,11-1
718.368390,5-7
719.706813,5-13
725.882901,3-12
744.922896,0-2
777.062481,0-3
777.388611,3-15
784.898107,0-13
817.081625,4-5
818.590082,3-10
833.094061,13-14
849.438992,14-0
857.309509,1-4
858.789761,12-3
868.877932,7-1
870.498685,13-1
883.540465,13-8
890.285117,9-3
891.693224,4-8
910.178627,14-11
917.719766,16-3
919.422811,13-10
926.870575,16-13
939.457272,8-15
945.112254,10-15
964.673191,14-5
965.312855,9-4
966.684848,16-15
980.693451,11-10
983.475614,14-10
990.528667,13-10
1002.560881,12-2
1006.851611,3-4
1011.394197,12-2
1013.466847,13-0
1020.536983,15-5
1023.486173,2-13
1047.368268,5-14
1056.644054,5-16
1068.019894,6-16
1075.970113,13-10
1085.943792,6-14
1089.885022,6-0
1094.339766,13-6
1099.463321,0-13
1139.383215,14-15
1148.958773,7-14
1150.294279,2-4
1164.379438,12-5
1164.989721,5-10
1167.102717,2-4
1168.625381,0-4
1180.709476,1-0
1182.984921,4-2
1189.466856,9-6
1205.903169,1-4
1217.740283,0-16
1221.257837,7-0
1224.690789,14-1
1236.911985,2-8
1238.478522,5-15
1246.751331,11-14
1260.425607,10-9
1261.231738,11-6
1261.986495,13-12
1289.016472,13-10
1298.366204,2-3
1305.133113,14-4
1321.790888,6-13
1358.316991,12-6
1358.370266,16-7
1360.284918,3-5
1360.456355,5-16
1361.345579,0-2
1364.544634,4-10
1367.760549,2-5
1379.197422,8-7
1384.554018,1-2
1388.783976,2-15
1391.381809,13-1
1400.177083,15-8
1410.446753,14-11
1416.486998,12-2
1422.005841,16-9
1423.746708,5-15
1459.041694,12-7
1461.131690,13-8
1480.058780,1-8
1481.416239,11-0
1483.341634,6-7
1493.190726,13-4
1497.676029,6-4
1498.015755,15-8
1512.630171,3-9
1517.904823,6-12
1530.988643,11-15
1546.874291,11-5
1550.419359,2-11
1561.901502,2-1
1566.530253,13-9
1595.749594,3-8
1599.822266,2-0
1600.244024,1-12
1604.795053,15-3
1605.445009,16-8
1617.758671,6-12
1633.311541,1-4
1636.246201,0-14
1640.830099,15-14
1645.040307,3-12
1647.246492,9-7
1649.027326,12-3
1651.357529,1-0
1663.005612,6-4
1664.488613,1-2
1691.161088,14-7
1717.992836,14-1
1720.540937,12-1
1726.533942,15-14
1730.944834,1-9
1739.773110,2-7
1745.854833,4-7
1746.048396,2-8
1747.407977,6-7
1748.005238,5-3
1754.987865,15-7
1757.157919,9-0
1767.135007,12-15
1767.838870,2-6
1772.693332,1-7
1792.824964,6-14
1798.080555,15-2
1805.911056,9-11
1812.286999,14-12
1812.809020,5-7
1820.499060,9-2
1829.689342,10-4
1834.968123,11-16
1841.277646,9-1
1843.994146,7-2
1858.464200,7-6
1879.994675,1-12
1886.352366,8-10
1892.483834,5-3
1916.693589,3-16
1922.796325,13-7
1934.098515,15-12
1935.476117,10-6
1954.000666,16-13
1997.399655,16-15
2015.736721,15-12
2018.434334,12-2
2024.355456,2-4
2037.241461,9-7
2038.586503,10-9
2041.313989,15-5
2063.244014,16-9
2064.615273,14-1
2068.676407,1-16
2071.073990,5-12
2071.308834,5-4
2075.039142,3-5
2076.908702,14-3
2085.471793,4-15
2087.400476,3-0
2097.497234,11-1
2099.222601,14-2
2124.831848,16-12
2131.736521,10-11
2158.594936,2-9
2163.771098,16-1
2164.588074,6-1
2171.519325,4-15
2172.582626,2-4
2173.388054,6-12
2174.154448,5-9
2182.837264,16-13
2191.021817,7-6
2194.409970,3-12
2204.087161,16-8
2212.546593,12-3
2221.170791,11-1
2235.721289,10-3
2238.967154,4-14
2258.623725,11-6
2267.115765,1-4
2284.124156,14-16
2284.772349,2-8
2292.271137,8-1
2294.838844,5-10
2311.594495,6-16
2313.539015,5-1
2347.730118,14-6
2357.024852,10-9
2357.863000,3-4
2359.688918,13-15
2368.795842,15-12
2371.243337,1-4
2388.269514,0-15
2388.770969,11-16
2390.743365,9-14
2391.068757,10-0
2393.798810,0-2
2414.089435,12-10
2424.930457,11-14
2426.460581,2-7
2426.741273,3-0
2431.415032,0-5
2435.512330,3-8
2439.778208,16-15
2458.030955,13-1
2459.356751,4-8
2468.493173,14-12
2469.222425,14-16
2494.946567,2-11
2495.991072,15-8
2500.896242,16-8
2513.380607,11-7
2515.399059,10-11
2535.342120,2-3
2538.786044,3-5
2543.607630,12-6
2544.835953,6-4
2547.727836,16-9
2566.111791,11-16
2579.267937,4-16
2583.597915,7-2
2594.916204,2-8
2596.283713,5-1
2598.250009,0-8
2599.702718,12-6
2603.900028,13-12
2612.009210,5-8
2621.663673,8-16
2635.448838,8-12
2640.233026,14-12
2647.241699,15-5
2653.007506,5-1
2656.802808,5-2
2657.130035,3-0
2658.381080,4-3
2662.183218,13-3
2664.718016,3-12
2671.816395,13-10
2677.510144,16-6
2694.260498,6-5
2694.859260,8-16
2696.755800,9-5
2702.522797,12-3
2703.450796,10-5
2703.612991,2-12
2722.110061,10-5
2722.913978,14-16
2729.107466,13-2
2731.287145,0-10
2741.653743,1-3
2754.273599,8-14
2755.058414,13-11
2763.281511,5-3
2766.507690,7-1
2770.858794,5-8
2793.486552,4-8
2798.967602,14-12
2806.334717,12-15
2812.315523,11-6
2821.928188,2-3
2822.870255,10-16
2825.401487,9-12
2827.026760,0-10
2833.496908,13-14
2834.801805,11-15
2836.635212,2-4
2845.996189,5-2
2853.112280,7-10
2853.819175,16-6
2854.778989,9-13
2862.829121,2-10
2864.371639,15-8
2869.055855,7-6
2873.031601,0-1
2875.096024,0-15
2891.269352,9-10
2896.117200,14-3
2903.980853,2-5
2918.608439,2-12
2921.819718,15-12
2924.395052,7-0
2931.541146,1-12
2950.907184,10-13
2953.881013,8-6
2959.184828,6-14
2965.380917,1-3
2968.113471,7-4
2971.286340,3-11
2975.507924,6-8
2976.223963,8-1
2984.032878,3-8
2984.144160,14-13
2997.851107,11-3
3008.118058,13-6
3016.691089,4-7
3025.491481,6-14
3033.340519,0-11
3040.000355,7-11
3043.579843,2-8
3052.090517,2-5
3053.312982,5-0
3053.318513,13-9
3067.634755,12-16
3082.751418,12-6
3096.565870,11-13
3098.455106,14-8
3106.904866,12-2
3127.992071,1-6
3128.888682,11-2
3143.272790,8-2
3151.015693,15-11
3155.794572,1-14
3174.130083,13-14
3174.693805,14-7
3178.274717,3-2
3186.056031,14-13
3190.684348,0-5
3191.264926,12-15
3193.842541,6-16
3194.537575,7-5
3209.547631,2-11
3210.844029,11-9
3216.649529,2-6
3233.738265,13-16
3233.847974,6-0
3249.085782,2-8
3254.582701,1-7
3258.618257,9-12
3278.675733,10-9
3291.011337,5-7
3294.916984,1-4
3296.037248,9-14
3296.911986,11-7
3313.314509,1-7
3316.329586,1-11
3319.254846,0-8
3320.522517,3-5
3328.104095,15-9
3339.855014,15-14
3341.426165,8-10
3346.215122,11-14
3349.261112,8-2
3352.527294,10-7
3357.586724,6-14
3373.844267,11-6
3379.579383,6-9
3388.862791,2-1
3390.451161,10-0
3393.504942,15-8
3401.278683,10-7
3409.697917,9-16
3412.536509,13-14
3425.031048,0-7
3434.670121,3-13
3439.356441,6-13
3443.753382,16-6
3454.168255,11-10
3462.832592,9-14
3465.948108,3-1
3469.416322,8-1
3471.422698,3-8
3486.256136,11-6
3488.968754,1-14
3513.780132,11-12
3540.920318,12-14
3547.244052,3-10
3549.102512,9-2
3552.005572,5-3
3566.943141,3-4
3570.052418,14-3
3572.450781,7-9
3579.878042,0-15
3580.587328,4-14
3586.077763,13-16
3589.110362,15-3
3598.765412,9-11
3601.349637,9-8
3603.195116,7-14
3610.025264,10-15
3616.730513,9-0
3621.305838,8-14
3627.571756,2-13
3652.227490,0-1
3653.059554,10-9
3657.225572,6-5
3659.162296,5-15
3661.948531,6-8
3672.114624,14-4
3673.353827,13-7
3678.566228,11-3
3678.611236,15-0
3679.263241,0-3
3684.885283,13-9
3685.318168,4-0
3692.170554,2-0
3694.429563,12-9
3698.971156,11-0
3706.278438,4-5
3711.153555,10-7
3713.605619,6-0
3715.798794,1-3
3716.050335,8-15
3718.405599,11-2
3720.972272,6-10
3721.724764,3-12
3736.403867,14-12
3747.392724,13-5
3752.944444,2-4
3753.441564,8-2
3754.204863,16-0
3756.010884,11-8
3758.175779,5-12
3759.373655,1-10
3766.306479,1-3
3806.184688,1-12
3815.969910,1-8
3824.520592,14-1
3829.804978,5-6
3834.651096,12-7
3837.918828,5-15
3841.075441,7-11
3863.862331,13-12
3880.408919,7-16
3899.583263,14-15
3903.081905,16-0
3905.666786,14-16
3906.934501,10-5
3913.313861,16-14
3915.129164,5-2
3923.962437,4-11
3935.280364,0-12
3966.356693,4-15
3973.977236,1-8
3984.192722,5-12
3994.137882,15-16
3996.977759,0-12
4008.862699,12-13
4033.469494,1-5
4036.448349,10-2
4040.022926,0-13
4044.028278,6-3
4046.977525,1-4
4050.532057,4-12
4063.628066,3-9
4068.145948,12-11
4071.450169,13-1
4073.364819,9-3
4074.900424,5-12
4079.571103,0-15
4089.740814,15-13
4089.841061,11-16
4095.627671,0-14
4131.785522,6-14
4132.543857,11-1
4134.642191,6-11
4138.743647,4-16
4147.082290,3-12
4159.425018,3-5
4185.894577,7-5
4187.102442,6-5
4192.121851,5-8
4201.013151,6-4
4202.063345,11-4
4206.474472,2-16
4211.657297,0-9
4217.170059,16-0
4217.564363,3-11
4217.969449,1-14
4218.019400,11-15
4225.525130,2-1
4234.403020,6-2
4236.957070,3-16
4239.281244,13-12
4247.206112,8-0
4256.117456,12-0
4268.226827,3-10
4283.416859,13-5
4292.667022,2-0
4298.880704,4-16
4299.296995,3-12
4315.771388,6-4
4315.855086,4-10
4317.169679,13-16
4327.613353,1-3
4329.526166,6-11
4331.643457,5-16
4331.698224,11-8
4351.771706,1-3
4367.898229,1-3
4369.286811,0-1
4373.667416,12-11
4378.688200,6-12
4397.257527,11-14
4435.492930,7-10
4439.706196,11-2
4462.986212,0-7
4475.200536,1-6
4480.125430,7-13
4481.851330,12-2
4501.153505,15-14
4502.218706,9-12
4508.063961,10-11
4527.009539,6-2
4532.665583,2-16
4538.184899,12-1
4539.838337,9-13
4543.497582,7-12
4544.392874,1-12
4546.712901,6-1
4548.447164,10-1
4549.652287,9-8
4551.067621,5-3
4554.754616,1-10
4562.502275,14-5
4562.878486,6-8
4572.032975,9-8
4575.431322,15-14
4578.756710,13-14
4584.117078,4-6
4588.398268,4-2
4606.155015,8-9
4607.632997,11-12
4624.596226,9-2
4626.695086,16-1
4640.065293,12-7
4647.917369,13-11
4652.707576,4-11
4654.336798,9-2
4659.202572,10-13
4671.252834,16-13
4682.716290,8-7
4684.290086,6-3
4685.938683,16-12
4701.116905,8-2
4707.799674,2-11
4710.030757,16-12
4713.373704,2-16
4716.885057,8-13
4724.461789,8-15
4727.324761,6-1
4728.796896,6-14
4734.356055,9-8
4738.877173,7-12
4740.256274,5-12
4756.856563,7-5
4760.996958,5-15
4762.470382,1-11
4771.080086,14-9
4790.751733,11-9
4802.053522,11-15
4803.534015,3-6
4813.370354,15-1
4825.113337,16-5
4844.527040,11-10
4865.550863,15-4
4867.457084,8-9
4867.532091,6-0
4868.044374,12-10
4871.169550,8-0
4872.174049,7-10
4876.098243,3-15
4878.771618,4-14
4889.045606,15-0
4891.911725,10-13
4898.808467,14-15
4915.319174,9-3
4922.846785,4-2
4951.166466,5-1
4952.631678,2-4
4952.677266,7-12
4955.803666,12-14
4956.435843,12-5
4959.447366,15-11
4964.741473,10-9
4969.101993,1-4
4979.119774,0-12
4985.920217,7-6
4986.649190,1-16
5000.814751,0-3
5004.899217,2-0
5005.805178,5-13
5028.262489,2-3
5045.203933,3-6
5051.700681,4-0
5067.046442,11-3
5075.871406,8-14
5083.293710,4-9
5093.633361,11-5
5109.879969,12-2
5117.583446,14-1
5118.026298,11-15
5118.073823,10-3
5119.199811,5-14
5121.769461,9-2
5134.587571,11-7
5153.311554,15-13
5154.245164,13-15
5165.370254,4-8
5178.690364,14-5
5180.337526,16-3
5189.917678,12-14
5232.440624,16-15
5238.724478,6-2
5254.120515,1-6
5255.284152,3-0
5259.542702,6-4
5264.203141,3-8
5264.962716,6-5
5269.646754,7-16
5269.953563,8-2
5271.117150,8-3
5272.532910,11-10
5276.581536,8-0
5288.825819,12-1
5293.387898,11-8
5293.592999,4-14
5306.625529,13-1
5319.912038,12-6
5339.074948,0-16
5348.731516,13-7
5359.377008,13-8
5373.828477,16-11
5383.014663,8-1
5390.320626,10-7
5392.104379,16-5
5399.455659,3-1
5401.437261,7-12
5404.293449,10-16
5406.784168,0-9
5409.796815,5-9
5444.225449,16-3
5444.410275,7-6
5450.870087,11-10
5455.161303,12-11
5463.217902,13-7
5473.863017,15-2
5475.698821,3-16
5479.873080,5-2
5491.815480,5-15
5499.763217,13-5
5508.854648,10-3
5517.635112,3-11
5523.725540,11-2
5525.757784,12-6
5528.274840,2-1
5548.314209,12-7
5560.882109,6-14
5564.693956,15-11
5567.452846,12-5
5569.526348,9-12
5571.063137,10-12
5571.128942,13-3
5576.857417,8-6
5595.514585,9-5
5598.748254,0-13
5606.974116,10-1
5621.605171,11-2
5622.889597,5-16
5624.770168,9-12
5630.434307,3-12
5632.646301,16-8
5654.062849,11-15
5662.801874,15-14
5664.926519,13-1
5677.622626,16-15
5682.472470,15-1
5714.366136,14-12
5733.520267,9-13
5745.927495,10-15
5749.586339,8-6
5767.951729,8-0
5781.808884,14-10
5785.476337,11-1
5786.429107,7-9
5791.041022,3-8
5791.975683,6-0
5795.416833,4-3
5803.559931,1-8
5809.858026,12-11
5811.165192,8-10
5817.039382,4-6
5818.359279,8-6
5861.172058,16-4
5867.867321,6-7
5881.003907,16-5
5902.989762,14-3
5903.535784,5-2
5903.594323,13-14
5904.117477,0-8
5909.321711,9-14
5919.660042,6-2
5942.750146,7-1
5949.037168,7-1
5952.237562,11-15
5954.303287,7-3
5957.891633,10-9
5975.205417,9-2
5977.138041,7-6
5987.793492,3-0
6001.985163,12-5
6003.238172,6-0
6003.825538,10-0
6010.244963,4-1
6012.891904,3-10
6018.240106,9-5
6026.570256,8-13
6027.404182,12-3
6028.394697,15-1
6042.114571,6-15
6059.513262,0-10
6071.056528,16-14
6073.017058,11-6
6111.332931,11-14
6113.717289,16-9
6120.000438,5-1
6129.055794,0-16
6163.849728,7-0
6173.509081,9-4
6174.897227,2-13
6181.020189,1-4
6197.044351,9-13
6205.814752,6-3
6216.063592,16-3
6216.506975,7-12
6219.012006,2-11
6233.805388,9-5
6243.072956,5-3
6247.870426,12-5
6248.930962,0-8
6252.224850,12-16
6253.038237,2-1
6259.344273,2-11
6263.120168,0-2
6264.404785,4-2
6271.343043,16-0
6271.877998,9-8
6277.536377,3-4
6278.016366,9-16
6279.923549,7-13
6286.181850,9-7
6290.577539,1-2
6303.601533,7-6
6314.210079,0-6
6323.619917,1-7
6344.971880,3-5
6353.022247,11-16
6368.486048,9-7
6387.268339,5-3
6398.600461,6-10
6403.153171,4-14
6416.947708,16-3
6423.297737,6-10
6423.710780,9-8
6425.148683,16-10
6431.386159,5-2
6444.914192,10-2
6452.555934,5-14
6467.442194,12-8
6469.861722,0-3
6472.766345,3-14
6475.386104,9-13
6478.747250,16-10
6483.850353,11-5
6491.250660,12-1
6496.159331,5-12
6496.808776,1-10
6507.062878,5-14
6523.059492,14-9
6529.236444,15-10
6541.907595,13-9
6542.074563,0-7
6550.958911,14-0
6559.888278,4-12
6567.353021,6-8
6575.394758,7-16
6583.240540,14-8
6583.506289,1-10
6591.259096,10-9
6612.690870,5-8
6625.291576,2-8
6627.427597,2-9
6638.185464,10-1
6644.968684,0-16
6664.950899,10-6
6683.670223,4-0
6693.197573,7-2
6693.448525,8-6
6736.417940,0-3
6736.598064,9-15
6738.478754,14-4
6752.078676,7-1
6757.439542,4-12
6765.809151,14-1
6774.398398,7-11
6778.653995,13-5
6778.936256,3-12
6779.584153,6-5
6782.970407,13-10
6788.118010,14-5
6795.481391,16-4
6803.938621,4-15
6810.467694,7-13
6821.316754,15-13
6822.202897,16-6
6840.039205,11-2
6840.103454,0-3
6845.667303,9-14
6856.378372,10-1
6858.798353,9-14
6864.431487,0-12
6864.551022,13-0
6865.248098,11-9
6885.074022,8-3
6887.385364,14-11
6888.387774,16-8
6927.800299,15-12
6930.240388,6-12
6933.322239,14-0
6935.959527,1-7
6943.839241,1-3
6949.944566,2-5
6952.104011,7-13
6952.243116,15-4
6956.908309,5-8
6995.342283,12-7
7002.352483,15-9
7004.443387,12-15
7014.802097,10-0
7015.799676,13-14
7029.891876,1-8
7040.280679,10-8
7057.453581,1-10
7065.358168,9-2
7074.279662,6-1
7077.157078,3-7
7085.120407,0-11
7094.502703,6-3
7095.675766,10-2
7104.040104,4-1
7107.023537,13-11
7110.144360,16-12
7111.172323,1-8
7111.314747,0-6
7132.899642,15-11
7145.236064,7-5
7147.128981,5-6
7148.265437,0-10
7158.155531,8-3
7163.834028,14-8
7168.833467,12-3
7183.946887,9-11
7187.933408,6-9
7189.257987,4-7
7206.197059,1-8
7207.155377,6-16
7209.000522,4-15
7210.525627,2-7
7213.305518,0-1
7215.649095,3-2
7216.853777,9-14
7237.829706,1-12
7264.496264,11-6
7266.329327,14-8
7275.854025,0-15
7275.872228,2-8
7289.880613,12-13
7312.400505,14-7
7336.162602,5-1
7342.912556,13-14
7346.051090,9-4
7362.851415,7-11
7368.482769,13-1
7371.126227,15-9
7372.820426,14-3
7397.103539,10-2
7400.201934,3-7
7401.444836,15-11
7404.536502,5-2
7405.672554,13-7
7423.796334,15-8
7431.684429,10-15
7433.494042,2-1
7434.880996,4-6
7449.560465,0-7
7454.804112,15-6
7465.286529,4-3
7469.296530,16-0
7495.367445,9-13
7496.891851,12-7
7510.924002,5-1
7524.650557,14-6
7533.876230,7-0
7536.963391,15-3
7545.742047,5-0
7561.097012,16-4
7563.525073,8-2
7567.100576,14-4
7570.135587,2-11
7570.970977,6-7
7576.279886,2-8
7581.354929,14-3
7582.003651,6-5
7587.373159,4-15
7589.566506,0-15
7591.016621,2-11
7603.266035,2-10
7607.385288,14-4
7610.868736,13-7
7637.389327,13-10
7657.726197,1-0
7659.881370,3-6
7680.427887,12-8
7693.539873,3-12
7695.444750,0-8
7701.070312,2-12
7728.052607,6-2
7732.925474,9-11
7742.779039,15-8
7765.814665,9-7
7770.692285,1-7
7779.392245,3-6
7780.956711,15-9
7787.128379,16-4
7805.725616,14-5
7810.254023,7-4
7819.835069,12-9
7826.021773,2-6
7829.966795,9-12
7831.580937,14-3
7833.135550,1-8
7849.993918,4-14
7850.301139,15-3
7860.366201,15-4
7860.758044,10-13
7872.980781,1-7
7878.003055,12-9
7898.787828,7-14
7899.387981,2-10
7900.611809,11-7
7905.547637,0-16
7912.484544,1-14
7916.227045,8-15
7922.390040,3-12
7930.179273,6-2
7934.077962,10-8
7936.337421,12-8
7942.110175,2-8
7943.066874,5-4
7958.413415,10-1
7963.803033,14-1
7982.330414,9-5
7983.836742,8-16
7984.456518,0-6
7987.680388,14-7
7990.167436,14-3
7992.832687,15-11
8014.209132,15-3
8014.305309,10-14
8023.396047,15-9
8032.227268,8-0
8036.720374,9-6
8049.350962,9-13
8049.769105,0-8
8050.082833,9-3
8063.951138,16-4
8066.828284,16-7
8068.666008,3-11
8070.600909,3-14
8073.850373,2-10
8074.701662,4-16
8091.010415,3-7
8092.218757,11-13
8113.103535,7-5
8118.691596,9-4
8124.905642,15-5
8126.413941,4-2
8131.719022,7-11
8137.405516,16-7
8145.480638,14-5
8148.921063,1-5
8152.920676,12-7
8158.075561,4-7
